Date,Source,Season,Production
2023-04-07 00:00:00,Wind,Spring,1998
2022-02-28 00:00:00,Wind,Winter,2179
2023-11-03 00:00:00,Wind,Fall,10599
2021-04-28 00:00:00,Wind,Spring,2245
2023-10-22 00:00:00,Wind,Fall,1963
2023-12-04 00:00:00,Wind,Winter,14332
2023-03-12 00:00:00,Wind,Spring,11363
2024-06-10 00:00:00,Wind,Summer,9028
2023-12-07 00:00:00,Wind,Winter,7243
2020-01-11 00:00:00,Wind,Winter,6243
2022-06-20 00:00:00,Wind,Summer,6057
2021-12-09 00:00:00,Wind,Winter,6822
2021-10-22 00:00:00,Wind,Fall,2148
2023-08-18 00:00:00,Solar,Summer,7556
2020-08-26 00:00:00,Wind,Summer,10494
2023-05-17 00:00:00,Wind,Spring,7393
2024-12-10 00:00:00,Wind,Winter,9436
2023-09-04 00:00:00,Wind,Fall,10840
2023-06-15 00:00:00,Wind,Summer,2306
2021-01-12 00:00:00,Wind,Winter,12614
2021-04-23 00:00:00,Wind,Spring,5325
2020-05-28 00:00:00,Wind,Spring,4838
2023-04-17 00:00:00,Wind,Spring,3728
2020-01-12 00:00:00,Wind,Winter,7023
2024-11-29 00:00:00,Wind,Fall,7114
2025-04-28 00:00:00,Wind,Spring,4319
2020-06-10 00:00:00,Solar,Summer,3435
2025-02-15 00:00:00,Wind,Winter,3299
2023-03-25 00:00:00,Wind,Spring,9938
2021-10-04 00:00:00,Wind,Fall,4512
2023-08-03 00:00:00,Wind,Summer,11952
2022-08-27 00:00:00,Wind,Summer,2886
2021-02-08 00:00:00,Wind,Winter,1809
2023-02-05 00:00:00,Wind,Winter,10704
2021-04-27 00:00:00,Wind,Spring,1594
2021-12-08 00:00:00,Wind,Winter,10646
2022-09-29 00:00:00,Wind,Fall,1181
2025-08-14 00:00:00,Wind,Summer,3432
2023-08-12 00:00:00,Wind,Summer,2514
2022-04-25 00:00:00,Wind,Spring,3834
2025-03-12 00:00:00,Wind,Spring,2812
2023-01-02 00:00:00,Wind,Winter,4165
2021-06-23 00:00:00,Wind,Summer,2524
2024-01-27 00:00:00,Solar,Winter,5047
2022-04-19 00:00:00,Solar,Spring,5004
2020-11-02 00:00:00,Wind,Fall,11975
2025-02-25 00:00:00,Wind,Winter,11904
2025-09-30 00:00:00,Wind,Fall,1402
2023-03-18 00:00:00,Wind,Spring,3908
2020-11-25 00:00:00,Wind,Fall,6287
2020-11-11 00:00:00,Wind,Fall,3805
2022-05-26 00:00:00,Wind,Spring,3427
2020-04-27 00:00:00,Wind,Spring,2041
2021-07-26 00:00:00,Wind,Summer,1744
2024-07-01 00:00:00,Wind,Summer,2190
2022-10-13 00:00:00,Wind,Fall,6261
2021-04-09 00:00:00,Wind,Spring,5113
2021-10-10 00:00:00,Wind,Fall,2713
2023-04-22 00:00:00,Wind,Spring,8274
2022-01-22 00:00:00,Wind,Winter,1705
2024-10-06 00:00:00,Wind,Fall,8155
2020-05-04 00:00:00,Wind,Spring,772
2022-11-06 00:00:00,Wind,Fall,7347
2024-08-16 00:00:00,Solar,Summer,8933
2020-12-15 00:00:00,Wind,Winter,2633
2021-01-04 00:00:00,Wind,Winter,3018
2022-02-17 00:00:00,Wind,Winter,14562
2020-02-22 00:00:00,Wind,Winter,8585
2025-02-03 00:00:00,Solar,Winter,6618
2022-05-16 00:00:00,Solar,Spring,7824
2025-03-20 00:00:00,Wind,Spring,8861
2021-10-08 00:00:00,Wind,Fall,6180
2025-01-11 00:00:00,Wind,Winter,2047
2024-10-29 00:00:00,Wind,Fall,1443
2021-05-25 00:00:00,Wind,Spring,9963
2022-04-20 00:00:00,Wind,Spring,4079
2023-07-28 00:00:00,Wind,Summer,4401
2022-01-25 00:00:00,Wind,Winter,376
2024-11-12 00:00:00,Wind,Fall,8295
2021-07-02 00:00:00,Wind,Summer,524
2022-04-30 00:00:00,Wind,Spring,4244
2024-03-18 00:00:00,Wind,Spring,2178
2023-12-28 00:00:00,Wind,Winter,13532
2023-04-04 00:00:00,Wind,Spring,4225
2022-06-19 00:00:00,Wind,Summer,7351
2021-10-27 00:00:00,Solar,Fall,5370
2025-01-24 00:00:00,Wind,Winter,14158
2021-06-22 00:00:00,Wind,Summer,3591
2021-07-25 00:00:00,Wind,Summer,5105
2021-12-01 00:00:00,Wind,Winter,13835
2020-03-01 00:00:00,Wind,Spring,8419
2024-03-28 00:00:00,Wind,Spring,14967
2020-01-03 00:00:00,Wind,Winter,4207
2024-11-25 00:00:00,Wind,Fall,6573
2023-05-05 00:00:00,Solar,Spring,8449
2025-04-27 00:00:00,Wind,Spring,4156
2024-05-21 00:00:00,Solar,Spring,6724
2023-10-17 00:00:00,Wind,Fall,7943
2023-05-15 00:00:00,Wind,Spring,12236
2024-04-20 00:00:00,Wind,Spring,6623
2024-04-28 00:00:00,Wind,Spring,3181
2022-06-17 00:00:00,Wind,Summer,3818
2021-03-26 00:00:00,Wind,Spring,10584
2023-10-07 00:00:00,Wind,Fall,2231
2025-02-02 00:00:00,Solar,Winter,5898
2025-07-28 00:00:00,Wind,Summer,3946
2025-10-25 00:00:00,Wind,Fall,12427
2020-12-02 00:00:00,Wind,Winter,4378
2022-06-10 00:00:00,Solar,Summer,6486
2024-11-17 00:00:00,Wind,Fall,5733
2022-11-13 00:00:00,Wind,Fall,3184
2024-06-17 00:00:00,Wind,Summer,2344
2020-10-27 00:00:00,Wind,Fall,5881
2025-05-06 00:00:00,Wind,Spring,9412
2023-07-01 00:00:00,Wind,Summer,7665
2023-11-10 00:00:00,Wind,Fall,12598
2024-07-04 00:00:00,Wind,Summer,8892
2021-06-15 00:00:00,Wind,Summer,2314
2025-08-09 00:00:00,Wind,Summer,1411
2023-10-18 00:00:00,Wind,Fall,11434
2022-05-23 00:00:00,Wind,Spring,11353
2020-09-27 00:00:00,Wind,Fall,11628
2021-04-15 00:00:00,Wind,Spring,5536
2023-11-05 00:00:00,Wind,Fall,13494
2022-11-03 00:00:00,Wind,Fall,10983
2021-05-02 00:00:00,Solar,Spring,4597
2024-02-20 00:00:00,Wind,Winter,3775
2024-07-11 00:00:00,Solar,Summer,6569
2025-10-23 00:00:00,Wind,Fall,18020
2021-06-26 00:00:00,Solar,Summer,3463
2023-01-26 00:00:00,Wind,Winter,2785
2024-04-21 00:00:00,Wind,Spring,5440
2024-02-07 00:00:00,Wind,Winter,10078
2023-11-19 00:00:00,Wind,Fall,12727
2020-01-14 00:00:00,Wind,Winter,11947
2025-10-10 00:00:00,Solar,Fall,6209
2020-05-06 00:00:00,Solar,Spring,5389
2023-06-11 00:00:00,Solar,Summer,5511
2020-07-10 00:00:00,Wind,Summer,5812
2023-08-06 00:00:00,Wind,Summer,12828
2022-09-28 00:00:00,Solar,Fall,6478
2025-04-17 00:00:00,Wind,Spring,2201
2023-02-28 00:00:00,Wind,Winter,7116
2020-08-17 00:00:00,Wind,Summer,6027
2021-05-13 00:00:00,Solar,Spring,4826
2020-08-28 00:00:00,Wind,Summer,8440
2021-02-28 00:00:00,Wind,Winter,8031
2024-03-22 00:00:00,Solar,Spring,7476
2022-05-04 00:00:00,Wind,Spring,1854
2022-09-27 00:00:00,Wind,Fall,12571
2025-08-08 00:00:00,Wind,Summer,1497
2021-07-20 00:00:00,Wind,Summer,2246
2023-11-06 00:00:00,Wind,Fall,9657
2022-10-09 00:00:00,Wind,Fall,2019
2021-03-03 00:00:00,Wind,Spring,1043
2021-06-27 00:00:00,Wind,Summer,3833
2024-05-27 00:00:00,Solar,Spring,6999
2021-10-26 00:00:00,Wind,Fall,2863
2020-07-31 00:00:00,Solar,Summer,5827
2023-03-27 00:00:00,Solar,Spring,7513
2023-10-08 00:00:00,Wind,Fall,1493
2020-07-04 00:00:00,Wind,Summer,12039
2025-01-29 00:00:00,Wind,Winter,6217
2025-04-20 00:00:00,Wind,Spring,4459
2022-09-11 00:00:00,Wind,Fall,587
2020-02-15 00:00:00,Wind,Winter,10985
2025-05-14 00:00:00,Wind,Spring,6132
2021-03-05 00:00:00,Wind,Spring,7772
2023-10-26 00:00:00,Wind,Fall,4909
2025-10-24 00:00:00,Wind,Fall,14684
2023-10-27 00:00:00,Wind,Fall,8268
2025-06-16 00:00:00,Solar,Summer,10527
2020-01-07 00:00:00,Wind,Winter,3967
2025-07-22 00:00:00,Wind,Summer,7645
2023-03-15 00:00:00,Solar,Spring,4554
2020-10-06 00:00:00,Wind,Fall,11671
2024-10-15 00:00:00,Wind,Fall,3772
2025-02-18 00:00:00,Wind,Winter,11327
2020-11-25 00:00:00,Wind,Fall,4090
2024-05-22 00:00:00,Wind,Spring,3024
2021-01-22 00:00:00,Wind,Winter,3354
2023-09-10 00:00:00,Solar,Fall,6517
2020-02-14 00:00:00,Wind,Winter,4429
2022-01-11 00:00:00,Solar,Winter,5018
2022-04-06 00:00:00,Wind,Spring,7764
2020-12-19 00:00:00,Wind,Winter,10892
2023-01-24 00:00:00,Wind,Winter,6696
2021-07-01 00:00:00,Solar,Summer,3022
2024-10-25 00:00:00,Wind,Fall,6893
2021-11-14 00:00:00,Wind,Fall,4665
2021-04-17 00:00:00,Wind,Spring,4834
2024-08-06 00:00:00,Wind,Summer,2097
2024-08-23 00:00:00,Wind,Summer,9509
2023-02-26 00:00:00,Wind,Winter,18051
2023-01-07 00:00:00,Wind,Winter,10262
2020-06-03 00:00:00,Wind,Summer,3683
2024-10-11 00:00:00,Solar,Fall,3556
2020-09-26 00:00:00,Wind,Fall,11246
2020-06-11 00:00:00,Wind,Summer,3909
2020-01-28 00:00:00,Wind,Winter,12987
2025-01-21 00:00:00,Wind,Winter,1210
2023-02-07 00:00:00,Wind,Winter,9517
2024-08-17 00:00:00,Wind,Summer,2408
2020-04-07 00:00:00,Wind,Spring,1971
2021-11-18 00:00:00,Wind,Fall,1817
2020-10-19 00:00:00,Wind,Fall,6659
2025-10-13 00:00:00,Wind,Fall,9362
2024-01-18 00:00:00,Wind,Winter,7755
2020-12-09 00:00:00,Wind,Winter,2518
2022-05-18 00:00:00,Solar,Spring,5814
2021-11-26 00:00:00,Wind,Fall,12653
2022-04-21 00:00:00,Wind,Spring,3354
2021-11-16 00:00:00,Wind,Fall,997
2025-03-03 00:00:00,Wind,Spring,3177
2021-11-15 00:00:00,Wind,Fall,1190
2024-01-28 00:00:00,Wind,Winter,9203
2020-11-24 00:00:00,Wind,Fall,3478
2020-12-28 00:00:00,Wind,Winter,8666
2021-05-26 00:00:00,Wind,Spring,8501
2023-03-20 00:00:00,Solar,Spring,8613
2023-09-29 00:00:00,Wind,Fall,6503
2024-05-28 00:00:00,Wind,Spring,12992
2023-05-07 00:00:00,Wind,Spring,1644
2020-03-07 00:00:00,Wind,Spring,5851
2025-08-21 00:00:00,Wind,Summer,9974
2023-08-16 00:00:00,Wind,Summer,2047
2020-11-14 00:00:00,Wind,Fall,9187
2024-06-09 00:00:00,Solar,Summer,2265
2024-04-28 00:00:00,Wind,Spring,7361
2025-10-20 00:00:00,Wind,Fall,13116
2025-06-10 00:00:00,Wind,Summer,1822
2022-08-25 00:00:00,Solar,Summer,4870
2025-07-11 00:00:00,Solar,Summer,13057
2020-06-19 00:00:00,Solar,Summer,2120
2023-10-02 00:00:00,Wind,Fall,2511
2024-12-24 00:00:00,Wind,Winter,3087
2024-06-21 00:00:00,Wind,Summer,8537
2024-11-10 00:00:00,Wind,Fall,699
2024-06-09 00:00:00,Solar,Summer,4699
2020-09-16 00:00:00,Solar,Fall,2486
2020-04-19 00:00:00,Wind,Spring,1476
2020-05-22 00:00:00,Wind,Spring,3981
2021-01-13 00:00:00,Wind,Winter,8363
2020-08-26 00:00:00,Wind,Summer,2102
2023-01-03 00:00:00,Wind,Winter,9035
2024-06-01 00:00:00,Wind,Summer,6325
2021-12-27 00:00:00,Wind,Winter,4859
2020-03-10 00:00:00,Wind,Spring,11560
2024-01-12 00:00:00,Wind,Winter,7101
2025-05-13 00:00:00,Wind,Spring,778
2023-07-11 00:00:00,Solar,Summer,9090
2024-05-02 00:00:00,Wind,Spring,10099
2024-04-11 00:00:00,Solar,Spring,7830
2024-04-02 00:00:00,Wind,Spring,12881
2020-01-05 00:00:00,Wind,Winter,1866
2025-05-06 00:00:00,Wind,Spring,10973
2024-11-01 00:00:00,Solar,Fall,5193
2021-11-05 00:00:00,Solar,Fall,4471
2022-01-23 00:00:00,Solar,Winter,5443
2021-07-12 00:00:00,Wind,Summer,2449
2021-12-17 00:00:00,Wind,Winter,7522
2025-04-12 00:00:00,Wind,Spring,9316
2022-12-02 00:00:00,Wind,Winter,6777
2023-12-26 00:00:00,Wind,Winter,4387
2024-01-11 00:00:00,Wind,Winter,7264
2022-01-30 00:00:00,Wind,Winter,1935
2021-05-09 00:00:00,Wind,Spring,6909
2024-06-08 00:00:00,Solar,Summer,3057
2022-01-03 00:00:00,Wind,Winter,9945
2021-03-23 00:00:00,Wind,Spring,2209
2020-12-24 00:00:00,Wind,Winter,10656
2024-10-10 00:00:00,Wind,Fall,3695
2023-05-06 00:00:00,Solar,Spring,6882
2021-06-26 00:00:00,Wind,Summer,185
2025-09-17 00:00:00,Wind,Fall,2855
2023-04-24 00:00:00,Wind,Spring,9691
2020-09-06 00:00:00,Solar,Fall,3044
2023-09-06 00:00:00,Wind,Fall,2295
2020-04-17 00:00:00,Wind,Spring,2140
2025-03-20 00:00:00,Wind,Spring,7679
2021-07-16 00:00:00,Wind,Summer,6977
2025-03-18 00:00:00,Wind,Spring,15177
2025-09-25 00:00:00,Wind,Fall,4486
2024-02-22 00:00:00,Wind,Winter,15643
2022-06-20 00:00:00,Solar,Summer,7456
2022-06-12 00:00:00,Solar,Summer,3007
2023-03-09 00:00:00,Wind,Spring,13804
2022-05-09 00:00:00,Wind,Spring,2226
2024-05-05 00:00:00,Wind,Spring,2579
2023-12-04 00:00:00,Wind,Winter,13712
2023-08-04 00:00:00,Solar,Summer,9711
2020-04-06 00:00:00,Wind,Spring,8031
2024-09-15 00:00:00,Wind,Fall,3382
2021-04-05 00:00:00,Wind,Spring,3346
2024-01-27 00:00:00,Wind,Winter,2096
2023-03-12 00:00:00,Wind,Spring,6830
2022-06-08 00:00:00,Wind,Summer,6976
2021-02-17 00:00:00,Wind,Winter,11476
2020-08-16 00:00:00,Wind,Summer,2149
2020-07-07 00:00:00,Solar,Summer,5078
2023-10-31 00:00:00,Wind,Fall,12274
2024-02-11 00:00:00,Wind,Winter,8630
2025-06-12 00:00:00,Solar,Summer,9373
2024-10-28 00:00:00,Wind,Fall,1027
2022-07-11 00:00:00,Wind,Summer,4311
2023-12-25 00:00:00,Wind,Winter,12990
2022-03-27 00:00:00,Solar,Spring,6255
2022-02-14 00:00:00,Wind,Winter,6512
2025-01-29 00:00:00,Wind,Winter,12896
2021-03-12 00:00:00,Wind,Spring,12379
2022-07-05 00:00:00,Wind,Summer,3640
2021-08-19 00:00:00,Solar,Summer,4835
2025-08-05 00:00:00,Solar,Summer,7071
2024-08-28 00:00:00,Wind,Summer,2348
2021-12-27 00:00:00,Wind,Winter,9445
2021-09-18 00:00:00,Wind,Fall,1168
2025-09-23 00:00:00,Wind,Fall,13351
2020-03-20 00:00:00,Wind,Spring,3577
2020-04-27 00:00:00,Wind,Spring,2626
2025-03-22 00:00:00,Wind,Spring,7212
2020-06-12 00:00:00,Wind,Summer,4286
2020-09-12 00:00:00,Wind,Fall,1147
2021-04-18 00:00:00,Solar,Spring,5661
2024-07-10 00:00:00,Solar,Summer,10399
2023-10-07 00:00:00,Wind,Fall,1898
2024-12-08 00:00:00,Wind,Winter,17304
2024-03-17 00:00:00,Wind,Spring,3960
2023-09-19 00:00:00,Wind,Fall,3900
2020-10-21 00:00:00,Wind,Fall,13322
2025-09-16 00:00:00,Wind,Fall,13968
2022-07-08 00:00:00,Wind,Summer,6914
2022-08-29 00:00:00,Wind,Summer,3839
2024-03-07 00:00:00,Wind,Spring,9031
2021-06-16 00:00:00,Wind,Summer,1787
2020-10-21 00:00:00,Wind,Fall,14414
2025-01-10 00:00:00,Wind,Winter,3643
2024-03-27 00:00:00,Wind,Spring,13594
2022-01-20 00:00:00,Wind,Winter,5272
2023-10-23 00:00:00,Wind,Fall,4431
2023-11-13 00:00:00,Wind,Fall,10550
2023-10-24 00:00:00,Wind,Fall,9197
2024-09-13 00:00:00,Solar,Fall,11435
2025-05-08 00:00:00,Wind,Spring,5647
2023-06-26 00:00:00,Solar,Summer,9710
2024-08-17 00:00:00,Solar,Summer,5446
2022-03-09 00:00:00,Wind,Spring,7922
2020-11-29 00:00:00,Wind,Fall,4505
2020-05-23 00:00:00,Wind,Spring,7295
2022-11-04 00:00:00,Wind,Fall,4294
2024-06-02 00:00:00,Wind,Summer,3481
2024-12-16 00:00:00,Wind,Winter,7735
2021-02-06 00:00:00,Wind,Winter,5019
2021-11-09 00:00:00,Wind,Fall,871
2022-05-12 00:00:00,Wind,Spring,5274
2020-05-11 00:00:00,Wind,Spring,11450
2021-03-11 00:00:00,Wind,Spring,15343
2021-07-19 00:00:00,Wind,Summer,7420
2020-07-11 00:00:00,Wind,Summer,4848
2024-03-20 00:00:00,Wind,Spring,1807
2025-01-29 00:00:00,Wind,Winter,13127
2024-02-04 00:00:00,Wind,Winter,6061
2025-03-02 00:00:00,Solar,Spring,12731
2025-02-06 00:00:00,Wind,Winter,3446
2024-09-12 00:00:00,Wind,Fall,3733
2020-04-22 00:00:00,Wind,Spring,4913
2020-11-02 00:00:00,Wind,Fall,12708
2022-09-17 00:00:00,Wind,Fall,8890
2025-04-20 00:00:00,Wind,Spring,8177
2021-01-25 00:00:00,Wind,Winter,4070
2020-12-04 00:00:00,Wind,Winter,9046
2023-08-01 00:00:00,Wind,Summer,16234
2022-10-31 00:00:00,Wind,Fall,12858
2022-11-12 00:00:00,Solar,Fall,5376
2023-08-20 00:00:00,Solar,Summer,6206
2023-06-14 00:00:00,Wind,Summer,3516
2022-04-23 00:00:00,Wind,Spring,7331
2023-10-02 00:00:00,Wind,Fall,4842
2024-01-03 00:00:00,Wind,Winter,18044
2021-10-14 00:00:00,Wind,Fall,2391
2020-01-12 00:00:00,Wind,Winter,7395
2023-07-08 00:00:00,Solar,Summer,4324
2025-04-06 00:00:00,Wind,Spring,10223
2021-11-01 00:00:00,Wind,Fall,8718
2023-04-20 00:00:00,Wind,Spring,12448
2024-06-29 00:00:00,Wind,Summer,3681
2022-11-28 00:00:00,Wind,Fall,3265
2024-03-10 00:00:00,Wind,Spring,2756
2021-03-28 00:00:00,Wind,Spring,3508
2023-08-25 00:00:00,Wind,Summer,2215
2021-10-19 00:00:00,Wind,Fall,10753
2024-09-02 00:00:00,Solar,Fall,4316
2023-05-23 00:00:00,Wind,Spring,6042
2020-05-03 00:00:00,Wind,Spring,1977
2024-05-09 00:00:00,Wind,Spring,3813
2024-05-17 00:00:00,Solar,Spring,3361
2023-02-12 00:00:00,Wind,Winter,2940
2025-07-29 00:00:00,Solar,Summer,10808
2021-09-29 00:00:00,Wind,Fall,2764
2020-07-04 00:00:00,Wind,Summer,7973
2022-12-27 00:00:00,Wind,Winter,9837
2024-11-12 00:00:00,Wind,Fall,9736
2022-09-06 00:00:00,Wind,Fall,2980
2025-11-26 00:00:00,Solar,Fall,6772
2020-05-20 00:00:00,Solar,Spring,5433
2025-08-30 00:00:00,Wind,Summer,4447
2024-04-14 00:00:00,Solar,Spring,5047
2021-09-30 00:00:00,Wind,Fall,6986
2024-08-25 00:00:00,Wind,Summer,6839
2024-03-23 00:00:00,Wind,Spring,15588
2022-03-07 00:00:00,Wind,Spring,10522
2021-08-29 00:00:00,Solar,Summer,7380
2020-05-03 00:00:00,Solar,Spring,4316
2025-03-04 00:00:00,Wind,Spring,2904
2022-08-19 00:00:00,Wind,Summer,4511
2024-11-05 00:00:00,Wind,Fall,91
2020-11-26 00:00:00,Solar,Fall,3501
2023-11-22 00:00:00,Wind,Fall,4282
2021-03-30 00:00:00,Wind,Spring,2984
2025-09-25 00:00:00,Wind,Fall,3047
2022-08-31 00:00:00,Solar,Summer,4337
2024-01-15 00:00:00,Wind,Winter,3779
2022-08-19 00:00:00,Wind,Summer,2570
2022-07-17 00:00:00,Solar,Summer,8145
2022-02-14 00:00:00,Wind,Winter,11199
2020-12-07 00:00:00,Wind,Winter,1051
2025-01-03 00:00:00,Wind,Winter,3705
2024-10-10 00:00:00,Wind,Fall,8274
2024-07-13 00:00:00,Solar,Summer,2289
2021-10-13 00:00:00,Solar,Fall,4051
2021-02-19 00:00:00,Wind,Winter,5554
2025-03-08 00:00:00,Wind,Spring,12639
2020-11-03 00:00:00,Wind,Fall,3571
2024-06-06 00:00:00,Wind,Summer,2561
2024-09-30 00:00:00,Wind,Fall,11102
2020-04-11 00:00:00,Wind,Spring,3011
2022-06-29 00:00:00,Solar,Summer,2385
2021-06-15 00:00:00,Solar,Summer,2124
2022-08-14 00:00:00,Wind,Summer,4666
2022-05-05 00:00:00,Wind,Spring,2050
2022-08-07 00:00:00,Wind,Summer,6195
2024-08-31 00:00:00,Solar,Summer,7347
2022-06-23 00:00:00,Wind,Summer,3896
2025-08-10 00:00:00,Wind,Summer,3182
2020-06-07 00:00:00,Wind,Summer,2147
2021-01-01 00:00:00,Wind,Winter,998
2021-01-25 00:00:00,Wind,Winter,6191
2022-08-20 00:00:00,Wind,Summer,981
2021-03-08 00:00:00,Wind,Spring,2943
2023-10-11 00:00:00,Wind,Fall,7262
2020-12-31 00:00:00,Wind,Winter,5746
2021-03-31 00:00:00,Wind,Spring,3600
2020-08-23 00:00:00,Wind,Summer,8729
2021-12-01 00:00:00,Wind,Winter,5719
2024-01-11 00:00:00,Wind,Winter,8407
2022-04-19 00:00:00,Wind,Spring,4160
2023-07-30 00:00:00,Wind,Summer,5928
2025-05-20 00:00:00,Wind,Spring,8914
2025-06-13 00:00:00,Solar,Summer,8341
2025-04-30 00:00:00,Solar,Spring,5410
2022-07-06 00:00:00,Solar,Summer,7868
2020-06-07 00:00:00,Solar,Summer,3437
2021-02-19 00:00:00,Wind,Winter,6776
2024-05-11 00:00:00,Wind,Spring,6497
2021-07-07 00:00:00,Solar,Summer,5172
2020-07-20 00:00:00,Solar,Summer,5919
2025-02-24 00:00:00,Wind,Winter,9544
2020-04-15 00:00:00,Wind,Spring,3450
2023-06-02 00:00:00,Wind,Summer,7517
2023-01-19 00:00:00,Wind,Winter,3478
2021-11-16 00:00:00,Wind,Fall,1157
2025-07-01 00:00:00,Wind,Summer,1055
2023-02-21 00:00:00,Wind,Winter,3045
2024-08-09 00:00:00,Wind,Summer,5677
2020-03-25 00:00:00,Wind,Spring,4738
2024-09-19 00:00:00,Wind,Fall,15959
2025-08-24 00:00:00,Wind,Summer,3236
2022-03-04 00:00:00,Wind,Spring,3151
2023-07-21 00:00:00,Wind,Summer,3094
2025-07-04 00:00:00,Solar,Summer,5949
2024-01-03 00:00:00,Wind,Winter,17121
2025-09-14 00:00:00,Wind,Fall,13786
2024-06-30 00:00:00,Wind,Summer,3727
2023-12-19 00:00:00,Wind,Winter,12111
2022-03-26 00:00:00,Wind,Spring,13203
2021-02-09 00:00:00,Wind,Winter,1784
2025-02-05 00:00:00,Wind,Winter,2214
2025-05-31 00:00:00,Wind,Spring,1059
2021-10-31 00:00:00,Wind,Fall,10139
2025-04-27 00:00:00,Solar,Spring,4067
2022-02-13 00:00:00,Wind,Winter,15035
2024-06-23 00:00:00,Wind,Summer,2326
2025-04-21 00:00:00,Solar,Spring,8025
2021-03-16 00:00:00,Wind,Spring,3210
2023-04-29 00:00:00,Wind,Spring,1638
2022-12-23 00:00:00,Wind,Winter,12401
2021-01-30 00:00:00,Wind,Winter,6987
2020-07-30 00:00:00,Wind,Summer,2163
2021-05-05 00:00:00,Wind,Spring,8828
2021-02-04 00:00:00,Wind,Winter,3467
2021-01-19 00:00:00,Wind,Winter,11722
2023-07-21 00:00:00,Wind,Summer,3035
2023-06-08 00:00:00,Wind,Summer,4806
2023-05-14 00:00:00,Wind,Spring,3817
2025-06-19 00:00:00,Wind,Summer,4893
2023-05-18 00:00:00,Solar,Spring,7144
2025-02-15 00:00:00,Wind,Winter,5705
2024-11-20 00:00:00,Wind,Fall,9330
2020-09-22 00:00:00,Solar,Fall,2638
2024-12-15 00:00:00,Wind,Winter,8504
2024-11-20 00:00:00,Wind,Fall,5746
2023-06-14 00:00:00,Wind,Summer,4779
2022-03-11 00:00:00,Wind,Spring,11304
2023-04-28 00:00:00,Wind,Spring,6113
2024-04-01 00:00:00,Wind,Spring,9631
2023-09-13 00:00:00,Solar,Fall,5717
2021-05-29 00:00:00,Solar,Spring,4347
2024-04-01 00:00:00,Wind,Spring,9379
2021-12-03 00:00:00,Wind,Winter,2724
2023-11-09 00:00:00,Wind,Fall,13237
2023-01-13 00:00:00,Wind,Winter,14510
2023-01-22 00:00:00,Wind,Winter,5974
2020-04-13 00:00:00,Wind,Spring,5354
2022-06-29 00:00:00,Wind,Summer,1211
2020-04-29 00:00:00,Wind,Spring,6006
2021-10-05 00:00:00,Wind,Fall,12713
2025-08-27 00:00:00,Wind,Summer,3210
2023-06-23 00:00:00,Wind,Summer,1872
2021-05-04 00:00:00,Wind,Spring,13020
2021-05-03 00:00:00,Wind,Spring,632
2023-09-10 00:00:00,Wind,Fall,3759
2024-07-22 00:00:00,Solar,Summer,7974
2020-06-20 00:00:00,Wind,Summer,1472
2024-09-01 00:00:00,Wind,Fall,4179
2023-08-07 00:00:00,Solar,Summer,9917
2022-08-09 00:00:00,Wind,Summer,7289
2021-05-11 00:00:00,Wind,Spring,2157
2021-02-05 00:00:00,Wind,Winter,2434
2024-11-23 00:00:00,Wind,Fall,19392
2025-02-04 00:00:00,Wind,Winter,3899
2020-12-24 00:00:00,Wind,Winter,11579
2023-06-19 00:00:00,Solar,Summer,5286
2024-02-24 00:00:00,Wind,Winter,7785
2023-11-20 00:00:00,Wind,Fall,8192
2021-10-26 00:00:00,Wind,Fall,3866
2021-09-03 00:00:00,Solar,Fall,1713
2022-08-21 00:00:00,Wind,Summer,603
2024-05-17 00:00:00,Wind,Spring,897
2024-03-05 00:00:00,Wind,Spring,3263
2023-05-24 00:00:00,Wind,Spring,5947
2020-09-13 00:00:00,Solar,Fall,3974
2021-10-07 00:00:00,Wind,Fall,1888
2025-10-26 00:00:00,Wind,Fall,9730
2024-11-13 00:00:00,Wind,Fall,5232
2025-03-05 00:00:00,Wind,Spring,2433
2022-03-17 00:00:00,Wind,Spring,5222
2022-11-03 00:00:00,Wind,Fall,10595
2023-04-22 00:00:00,Wind,Spring,6589
2024-09-06 00:00:00,Solar,Fall,6409
2021-08-23 00:00:00,Wind,Summer,7555
2020-02-06 00:00:00,Solar,Winter,4784
2020-10-24 00:00:00,Wind,Fall,11731
2021-04-06 00:00:00,Wind,Spring,4798
2020-11-12 00:00:00,Wind,Fall,7385
2021-04-22 00:00:00,Wind,Spring,5855
2021-06-18 00:00:00,Wind,Summer,3480
2022-12-06 00:00:00,Wind,Winter,2155
2021-11-17 00:00:00,Wind,Fall,1951
2025-10-18 00:00:00,Solar,Fall,8416
2020-04-15 00:00:00,Wind,Spring,6207
2020-02-17 00:00:00,Wind,Winter,10239
2025-03-16 00:00:00,Wind,Spring,8436
2021-05-09 00:00:00,Wind,Spring,7771
2020-08-12 00:00:00,Wind,Summer,2236
2021-10-13 00:00:00,Wind,Fall,2205
2024-09-11 00:00:00,Wind,Fall,5700
2024-11-07 00:00:00,Wind,Fall,2657
2020-03-31 00:00:00,Wind,Spring,7111
2023-10-18 00:00:00,Wind,Fall,11888
2021-12-30 00:00:00,Wind,Winter,8676
2021-06-05 00:00:00,Solar,Summer,4441
2024-02-18 00:00:00,Wind,Winter,13623
2020-08-07 00:00:00,Solar,Summer,3922
2024-02-12 00:00:00,Wind,Winter,3745
